Card_id,Ssn,Bname,Address,Phone
ID000600,381-83-4152,keith mason,"1 Norway Maple Park, Richardson, TX",(469) 237-7698
ID000601,480-06-1832,jose morales,"36703 Pennsylvania Center, Dallas, TX",(214) 936-8952
ID000602,360-26-2573,johnny harris,"816 Ramsey Pass, Dallas, TX",(214) 800-8878
ID000603,271-80-3746,harold romero,"864 Clove Plaza, Dallas, TX",(972) 958-7058
ID000604,161-60-2246,jose phillips,"726 Farwell Road, Dallas, TX",(469) 922-7795
ID000605,968-21-3159,tina nguyen,"7814 Fairview Avenue, Dallas, TX",(214) 858-2813
ID000606,994-00-7169,michelle hill,"70 Jana Plaza, Plano, TX",(214) 805-4933
ID000607,164-07-0343,henry powell,"1 Arapahoe Plaza, Dallas, TX",(469) 861-9090
ID000608,491-05-7221,donna nelson,"4 Homewood Alley, Dallas, TX",(469) 700-9754
ID000609,511-95-4134,louis perry,"1655 Heffernan Pass, Dallas, TX",(214) 820-3573
ID000610,196-78-4374,paul lee,"41406 Ridge Oak Parkway, Dallas, TX",(972) 810-6175
ID000611,112-60-2094,diana king,"65113 Saint Paul Court, Dallas, TX",(972) 748-9174
ID000612,376-03-6774,evelyn campbell,"68 Mifflin Court, Dallas, TX",(214) 743-4130
ID000613,277-81-5111,louis howard,"0 Lyons Park, Dallas, TX",(972) 941-3029
ID000614,658-05-1653,irene robinson,"04 Fairfield Parkway, Dallas, TX",(469) 943-6537
ID000615,155-87-2365,alice armstrong,"7068 Derek Alley, Dallas, TX",(214) 911-6490
ID000616,665-02-8900,eugene woods,"56245 Graceland Way, Dallas, TX",(972) 832-8839
ID000617,670-32-5349,louis taylor,"09508 Thackeray Center, Dallas, TX",(214) 932-0979
ID000618,416-31-2379,deborah owens,"12322 Hayes Center, Dallas, TX",(214) 971-1946
ID000619,346-41-4220,marilyn collins,"305 1st Crossing, Dallas, TX",(972) 927-4971
ID000620,475-06-7256,virginia gonzalez,"03722 Huxley Point, Dallas, TX",(214) 864-3430
ID000621,701-28-5911,helen ryan,"51 Kennedy Parkway, Dallas, TX",(214) 988-0720
ID000622,646-84-1183,john myers,"4 Mendota Junction, Dallas, TX",(214) 437-0969
ID000623,748-14-1656,mary collins,"261 Almo Alley, Dallas, TX",(469) 987-5918
ID000624,802-79-0419,raymond carter,"71 Eastwood Way, Dallas, TX",(972) 891-0800
ID000625,124-07-9804,mary ramos,"6 Anderson Lane, Plano, TX",(214) 989-0536
ID000626,311-30-5644,kathy ferguson,"20 7th Place, Dallas, TX",(214) 607-7944
ID000627,156-04-8304,clarence morales,"4645 Homewood Trail, Plano, TX",(214) 900-0324
ID000628,590-28-7564,teresa campbell,"0241 Bultman Point, Dallas, TX",(214) 930-0030
ID000629,157-33-0075,roger nguyen,"249 Marquette Center, Dallas, TX",(972) 931-8604
ID000630,326-20-8507,phyllis long,"9 Bluestem Circle, Dallas, TX",(972) 661-7458
ID000631,536-17-5051,michael taylor,"18398 Florence Place, Dallas, TX",(972) 833-7591
ID000632,906-45-2011,john watkins,"1669 Ridgeview Hill, Richardson, TX",(214) 925-0299
ID000633,336-89-2349,carolyn garcia,"9 Dapin Trail, Dallas, TX",(214) 920-2780
ID000634,255-25-6148,donald phillips,"7 Alpine Alley, Dallas, TX",(214) 813-6913
ID000635,292-88-0298,deborah watson,"75 Carey Parkway, Dallas, TX",(469) 809-1498
ID000636,640-78-6255,annie shaw,"66820 Bunting Plaza, Dallas, TX",(972) 965-6678
ID000637,847-47-8564,alan price,"84 Rutledge Junction, Dallas, TX",(972) 776-5854
ID000638,126-26-3636,kathryn morrison,"59100 Onsgard Crossing, Dallas, TX",(972) 875-1440
ID000639,471-61-6333,christopher johnson,"777 Ludington Terrace, Dallas, TX",(972) 679-9556
ID000640,439-03-8518,joshua bishop,"0 Grim Place, Dallas, TX",(214) 600-5143
ID000641,391-22-2309,ernest jones,"8085 Weeping Birch Alley, Dallas, TX",(972) 948-1978
ID000642,897-34-6632,melissa banks,"578 Reindahl Trail, Dallas, TX",(972) 993-2150
ID000643,985-72-2421,arthur lane,"26696 Steensland Court, Plano, TX",(214) 959-8756
ID000644,325-85-6108,joyce perkins,"8 Bluestem Park, Dallas, TX",(972) 942-5394
ID000645,506-85-1419,judith sullivan,"95194 Badeau Trail, Dallas, TX",(972) 890-8729
ID000646,103-27-3706,billy johnson,"95272 Kensington Plaza, Dallas, TX",(972) 823-5333
ID000647,378-57-9726,marie bell,"74 Anderson Avenue, Dallas, TX",(469) 991-0533
ID000648,764-94-7005,jimmy ford,"14311 Merchant Court, Dallas, TX",(469) 937-3556
ID000649,667-37-5162,alice mccoy,"6 Nelson Avenue, Dallas, TX",(469) 848-7697
ID000650,946-02-5323,richard matthews,"121 Warrior Alley, Dallas, TX",(972) 963-0887
ID000651,143-59-3681,daniel foster,"84 Charing Cross Avenue, Dallas, TX",(972) 838-0899
ID000652,251-35-0397,earl banks,"0 Lindbergh Place, Dallas, TX",(972) 921-9987
ID000653,709-47-1259,scott rogers,"9 Gulseth Circle, Dallas, TX",(469) 936-7824
ID000654,211-17-9786,richard baker,"68093 Ridge Oak Junction, Dallas, TX",(972) 957-8835
ID000655,375-17-9234,robin mcdonald,"3407 Old Gate Circle, Dallas, TX",(972) 858-2976
ID000656,512-45-0642,victor riley,"219 Fair Oaks Park, Dallas, TX",(214) 932-7141
ID000657,727-22-0778,anne lopez,"62 Truax Terrace, Dallas, TX",(972) 987-8304
ID000658,315-71-5729,margaret fisher,"53744 Prentice Alley, Dallas, TX",(469) 711-2192
ID000659,897-19-4834,amanda perkins,"629 Troy Way, Dallas, TX",(972) 937-2368
ID000660,619-76-5825,linda perry,"83189 Esch Circle, Dallas, TX",(214) 865-3742
ID000661,272-90-8955,wanda lawrence,"6239 Mandrake Alley, Dallas, TX",(214) 772-4765
ID000662,100-07-8344,tina mitchell,"42613 Pankratz Hill, Dallas, TX",(972) 791-8636
ID000663,392-34-3414,jacqueline gordon,"3603 Vernon Junction, Dallas, TX",(972) 979-5379
ID000664,850-03-5811,betty hunt,"79 Welch Court, Dallas, TX",(214) 615-4372
ID000665,190-47-5767,kevin webb,"156 Lukken Lane, Dallas, TX",(214) 947-7416
ID000666,529-87-4076,joshua evans,"225 Dixon Center, Richardson, TX",(214) 882-4750
ID000667,836-54-2070,kathleen peters,"5024 Park Meadow Park, Dallas, TX",(214) 838-2643
ID000668,265-54-1326,marie mason,"651 Cody Trail, Dallas, TX",(972) 918-8605
ID000669,941-12-6153,jean morrison,"68 Stuart Parkway, Dallas, TX",(972) 767-8868
ID000670,190-47-8274,daniel hudson,"16609 Oak Valley Plaza, Dallas, TX",(214) 921-7666
ID000671,318-20-1054,judith dixon,"8 Almo Court, Dallas, TX",(972) 908-2892
ID000672,963-64-2281,roy morales,"05025 Muir Point, Dallas, TX",(972) 635-1013
ID000673,531-84-3873,justin marshall,"972 Crownhardt Circle, Plano, TX",(469) 778-6036
ID000674,635-15-6122,gregory smith,"59810 Erie Circle, Dallas, TX",(972) 868-0952
ID000675,552-29-0884,deborah reed,"426 Swallow Hill, Richardson, TX",(214) 981-2497
ID000676,578-14-7271,pamela king,"1754 Pennsylvania Way, Plano, TX",(214) 989-0559
ID000677,520-65-9256,alan welch,"1102 Magdeline Court, Richardson, TX",(469) 984-4212
ID000678,393-11-9047,samuel moore,"41307 Grasskamp Drive, Dallas, TX",(972) 850-8906
ID000679,343-72-6326,katherine holmes,"0 Rowland Avenue, Dallas, TX",(972) 954-3190
ID000680,900-26-2190,harold williams,"7576 Vermont Plaza, Dallas, TX",(214) 889-7673
ID000681,133-85-2262,evelyn nguyen,"590 Independence Circle, Dallas, TX",(469) 746-7480
ID000682,824-55-4537,joe cooper,"1421 Linden Avenue, Plano, TX",(469) 977-1179
ID000683,784-92-2076,helen fernandez,"70499 Michigan Circle, Dallas, TX",(469) 831-8504
ID000684,151-58-6475,nicholas gibson,"2454 Clemons Crossing, Plano, TX",(972) 906-3742
ID000685,122-74-8518,angela tucker,"50 Brentwood Crossing, Dallas, TX",(972) 650-5349
ID000686,917-44-4969,amy washington,"93083 Elka Lane, Dallas, TX",(972) 817-2285
ID000687,688-02-5499,gregory sanchez,"230 Briar Crest Road, Dallas, TX",(972) 860-8215
ID000688,941-81-2456,terry kennedy,"55 Summer Ridge Point, Dallas, TX",(214) 945-1527
ID000689,370-79-5137,charles bradley,"10 Kenwood Avenue, Dallas, TX",(214) 763-4487
ID000690,972-75-6100,judy gilbert,"0 Roth Alley, Dallas, TX",(214) 917-8414
ID000691,820-05-9916,paul chapman,"57011 Reindahl Terrace, Richardson, TX",(469) 918-9529
ID000692,536-88-7676,cheryl taylor,"4916 Stang Hill, Plano, TX",(469) 602-9760
ID000693,753-82-4781,linda nelson,"46 Lukken Hill, Dallas, TX",(214) 728-3594
ID000694,617-28-1448,edward harvey,"2989 Leroy Point, Dallas, TX",(469) 999-8714
ID000695,735-50-3554,carolyn chapman,"9524 Amoth Lane, Dallas, TX",(214) 947-2089
ID000696,525-50-2241,jack hudson,"2 Claremont Drive, Dallas, TX",(972) 544-4023
ID000697,534-11-4411,adam gardner,"907 Corben Alley, Dallas, TX",(214) 548-0751
ID000698,363-38-9674,julia pierce,"8 Heath Avenue, Richardson, TX",(469) 701-5525
ID000699,407-53-1627,janet robertson,"20 Mesta Plaza, Dallas, TX",(214) 836-2849
ID000700,240-04-1102,maria romero,"188 Loeprich Drive, Richardson, TX",(214) 845-7095
ID000701,472-98-6371,diana rogers,"58 Welch Place, Dallas, TX",(469) 502-6533
ID000702,663-09-0104,evelyn carter,"8 Fair Oaks Alley, Plano, TX",(469) 825-0017
ID000703,535-55-5684,bruce armstrong,"9 Memorial Junction, Plano, TX",(214) 875-5764
ID000704,325-18-4093,janice matthews,"967 Mifflin Center, Dallas, TX",(469) 914-7781
ID000705,371-06-4026,mildred nelson,"9598 Union Terrace, Dallas, TX",(972) 452-3908
ID000706,222-63-3734,shawn robertson,"6590 Holy Cross Way, Dallas, TX",(972) 656-2026
ID000707,276-49-3884,elizabeth tucker,"65 Fulton Court, Dallas, TX",(214) 987-6456
ID000708,122-23-9319,dorothy harper,"83 Boyd Center, Dallas, TX",(214) 827-1293
ID000709,323-59-6505,jack woods,"10 Crest Line Pass, Dallas, TX",(214) 942-9460
ID000710,436-60-5376,eric jordan,"154 Redwing Way, Richardson, TX",(469) 924-3271
ID000711,283-97-2577,marilyn taylor,"57 Farmco Park, Dallas, TX",(214) 806-7627
ID000712,248-17-2518,timothy edwards,"109 Larry Road, Dallas, TX",(214) 974-9365
ID000713,637-48-2284,carol welch,"121 Ohio Road, Dallas, TX",(214) 821-0016
ID000714,164-19-4566,sandra reed,"1876 Westend Court, Plano, TX",(469) 896-9764
ID000715,498-44-8648,jason dunn,"90950 Sherman Way, Richardson, TX",(972) 712-6791
ID000716,741-86-2253,paula jordan,"0 Schurz Lane, Dallas, TX",(214) 956-1394
ID000717,694-72-1725,willie hernandez,"46 Bluejay Crossing, Dallas, TX",(469) 869-1585
ID000718,500-83-0564,chris phillips,"2563 Macpherson Avenue, Dallas, TX",(214) 795-5477
ID000719,849-33-1958,juan hayes,"5 Melvin Junction, Dallas, TX",(469) 666-0063
ID000720,398-41-8926,helen lopez,"2 Maryland Park, Richardson, TX",(214) 904-8793
ID000721,642-59-9156,justin porter,"66 Lerdahl Street, Dallas, TX",(469) 820-0587
ID000722,236-99-9327,johnny garcia,"85 Sloan Street, Dallas, TX",(469) 962-1344
ID000723,590-51-2989,katherine taylor,"00 Carey Alley, Dallas, TX",(469) 755-0265
ID000724,847-74-4073,jacqueline howell,"30 Meadow Valley Trail, Dallas, TX",(972) 817-4256
ID000725,743-83-9247,earl richards,"431 Birchwood Court, Dallas, TX",(214) 959-4661
ID000726,482-29-7565,clarence woods,"7 Schiller Road, Plano, TX",(214) 913-1723
ID000727,209-78-7735,jessica gonzales,"645 Rutledge Road, Dallas, TX",(972) 938-3645
ID000728,831-59-6111,matthew warren,"4561 Texas Lane, Dallas, TX",(972) 971-6529
ID000729,280-98-5533,kathy smith,"8726 Packers Parkway, Dallas, TX",(214) 953-4343
ID000730,925-63-9699,keith collins,"99196 Surrey Court, Dallas, TX",(214) 788-7439
ID000731,556-38-3135,joan garrett,"43 Scoville Pass, Plano, TX",(972) 954-7260
ID000732,434-71-8048,diane little,"11 Donald Road, Plano, TX",(469) 688-9174
ID000733,372-72-3479,wanda mendoza,"34327 Sunbrook Hill, Dallas, TX",(469) 569-6125
ID000734,657-61-4433,martin nguyen,"08974 Bowman Way, Dallas, TX",(469) 996-7003
ID000735,967-28-8561,donald andrews,"8 Kennedy Terrace, Dallas, TX",(972) 828-3356
ID000736,895-97-4019,ruth weaver,"46239 Kipling Terrace, Dallas, TX",(214) 802-4320
ID000737,469-60-9195,patricia gilbert,"43 Mariners Cove Center, Dallas, TX",(214) 814-7712
ID000738,286-87-5683,carlos ford,"0 Dovetail Avenue, Dallas, TX",(214) 658-8568
ID000739,988-74-6162,louise arnold,"55 Mandrake Crossing, Dallas, TX",(972) 903-4805
ID000740,284-97-8780,henry nichols,"08 Oak Valley Park, Richardson, TX",(214) 941-0961
ID000741,186-84-1844,kathleen hayes,"72 Mcguire Road, Dallas, TX",(469) 895-4109
ID000742,458-94-0428,bonnie mccoy,"83175 Cottonwood Way, Dallas, TX",(214) 913-2990
ID000743,419-29-8694,jerry montgomery,"10 Northland Plaza, Dallas, TX",(214) 826-7806
ID000744,219-67-5666,jessica mccoy,"09315 Trailsway Court, Dallas, TX",(214) 918-2939
ID000745,372-21-0737,jean ryan,"801 Hooker Center, Richardson, TX",(214) 998-5831
ID000746,338-73-5511,joyce clark,"360 Hovde Way, Dallas, TX",(469) 853-7767
ID000747,593-87-1261,marilyn cruz,"4 Esker Plaza, Dallas, TX",(469) 947-7763
ID000748,132-70-2552,christine young,"70 Meadow Valley Pass, Richardson, TX",(972) 989-7753
ID000749,795-84-3330,marie phillips,"8 Pleasure Drive, Dallas, TX",(469) 603-0113
ID000750,645-65-7799,ann bryant,"451 Sundown Drive, Dallas, TX",(214) 940-1980
ID000751,338-60-5273,bruce bailey,"1228 Warner Hill, Dallas, TX",(972) 785-6558
ID000752,171-35-4592,julie fields,"0 Hayes Alley, Dallas, TX",(214) 226-5537
ID000753,872-37-7791,gregory schmidt,"998 Merchant Circle, Dallas, TX",(972) 990-8419
ID000754,264-34-8300,marilyn ryan,"877 Forster Lane, Dallas, TX",(469) 900-2911
ID000755,361-84-6572,julia long,"472 Forest Trail, Dallas, TX",(972) 934-8954
ID000756,538-33-3604,victor peterson,"3653 Sage Parkway, Dallas, TX",(214) 965-4668
ID000757,294-41-0480,sara ruiz,"75507 Center Way, Richardson, TX",(214) 988-8363
ID000758,286-27-4771,roy barnes,"4505 Transport Drive, Dallas, TX",(469) 530-2193
ID000759,528-82-3250,anthony carpenter,"61 Karstens Plaza, Dallas, TX",(214) 939-8741
ID000760,774-66-2989,jessica rodriguez,"3969 Springview Court, Dallas, TX",(469) 846-8175
ID000761,147-96-7903,craig carter,"3 Hayes Plaza, Dallas, TX",(214) 974-6461
ID000762,126-49-2208,brandon ellis,"9617 Summit Terrace, Dallas, TX",(469) 767-8210
ID000763,509-31-0770,richard torres,"19723 Cherokee Drive, Dallas, TX",(972) 915-3282
ID000764,335-36-3231,janet mcdonald,"63455 Division Park, Plano, TX",(469) 586-2793
ID000765,862-42-5821,raymond campbell,"495 Mallard Street, Dallas, TX",(214) 881-9579
ID000766,430-93-4149,mark fields,"03 Menomonie Junction, Dallas, TX",(972) 919-4515
ID000767,936-04-6604,william cox,"2 Veith Junction, Dallas, TX",(972) 897-9587
ID000768,795-03-9664,ruby hansen,"759 Mandrake Avenue, Dallas, TX",(214) 912-1668
ID000769,737-18-1574,phillip richards,"29931 Northridge Trail, Dallas, TX",(972) 783-3567
ID000770,286-37-8304,richard jordan,"76466 Milwaukee Lane, Dallas, TX",(469) 998-7983
ID000771,314-52-2705,marie perez,"38 Summer Ridge Court, Dallas, TX",(469) 682-4358
ID000772,574-79-3097,cheryl butler,"68 Maple Court, Dallas, TX",(469) 448-2582
ID000773,835-29-8866,michelle carpenter,"99896 New Castle Trail, Dallas, TX",(469) 780-0762
ID000774,496-59-9897,adam cooper,"74125 Laurel Center, Dallas, TX",(214) 812-8288
ID000775,368-19-9311,nancy shaw,"347 Oak Plaza, Dallas, TX",(214) 849-5837
ID000776,414-22-2220,ernest gomez,"34530 Donald Pass, Dallas, TX",(972) 966-3976
ID000777,888-89-3056,wanda wilson,"3 Rockefeller Point, Dallas, TX",(214) 783-6562
ID000778,572-70-8409,melissa bailey,"94627 Hoard Parkway, Dallas, TX",(972) 870-8953
ID000779,114-71-5828,clarence gray,"797 Merrick Way, Dallas, TX",(972) 951-5685
ID000780,104-43-3663,janice hunter,"3 Sheridan Trail, Dallas, TX",(972) 888-0899
ID000781,329-05-3664,raymond murray,"3083 Crescent Oaks Road, Dallas, TX",(972) 900-8986
ID000782,447-69-9321,bruce hansen,"88200 Johnson Alley, Dallas, TX",(214) 892-9528
ID000783,937-66-7915,ryan mccoy,"27278 American Ash Avenue, Dallas, TX",(469) 786-6255
ID000784,764-89-6736,jerry fowler,"0 Lighthouse Bay Circle, Dallas, TX",(214) 653-3127
ID000785,134-92-4609,frank harper,"8 Fairview Drive, Dallas, TX",(972) 810-8573
ID000786,571-08-1675,george garza,"0 Granby Lane, Dallas, TX",(469) 758-5662
ID000787,914-59-1431,sharon olson,"7705 Ridge Oak Plaza, Richardson, TX",(972) 982-4528
ID000788,310-91-2067,kathryn reed,"086 Bunker Hill Way, Dallas, TX",(972) 937-2108
ID000789,925-52-2771,randy weaver,"5 Del Mar Junction, Richardson, TX",(214) 853-7737
ID000790,193-13-7825,linda washington,"8122 Sachtjen Circle, Richardson, TX",(972) 914-5391
ID000791,799-37-4997,elizabeth anderson,"80 Dunning Circle, Dallas, TX",(469) 881-4443
ID000792,981-69-8236,henry kim,"9861 Elmside Crossing, Dallas, TX",(214) 912-9599
ID000793,124-22-8351,earl morales,"16 Manley Pass, Dallas, TX",(214) 651-0786
ID000794,980-98-1968,howard ford,"31553 5th Place, Richardson, TX",(972) 940-7458
ID000795,486-25-9016,tammy fox,"29405 Hauk Road, Dallas, TX",(214) 997-3240
ID000796,765-53-6457,sarah hicks,"38 Lighthouse Bay Pass, Plano, TX",(214) 901-9314
ID000797,750-87-6481,diana montgomery,"2 Welch Parkway, Dallas, TX",(214) 603-6856
ID000798,796-84-4632,joan boyd,"393 School Plaza, Dallas, TX",(469) 882-9965
ID000799,944-12-9610,barbara simmons,"678 Barnett Point, Dallas, TX",(469) 415-7518
ID000800,604-14-8118,keith carroll,"46912 Veith Place, Dallas, TX",(214) 821-2150
ID000801,554-70-7857,ruby bryant,"0502 Dorton Place, Dallas, TX",(214) 583-2918
ID000802,968-07-8691,andrew holmes,"87963 Darwin Plaza, Dallas, TX",(469) 993-5278
ID000803,848-01-1355,juan king,"3344 Schlimgen Point, Dallas, TX",(972) 823-3180
ID000804,522-56-7195,michael warren,"1 Northwestern Road, Dallas, TX",(469) 912-0181
ID000805,263-49-6672,randy wagner,"28585 Iowa Pass, Richardson, TX",(972) 981-8393
ID000806,916-96-2811,jose kelly,"088 Cambridge Trail, Plano, TX",(972) 832-9963
ID000807,304-18-5907,peter ford,"3 Boyd Point, Dallas, TX",(214) 978-2937
ID000808,381-33-3107,peter edwards,"70349 Hallows Way, Richardson, TX",(214) 991-6626
ID000809,211-11-0916,louise peters,"79475 Morrow Pass, Dallas, TX",(972) 902-4551
ID000810,343-23-0976,stephanie perry,"08750 Forest Dale Road, Dallas, TX",(214) 899-9004
ID000811,792-44-4178,lawrence adams,"38 Forster Terrace, Dallas, TX",(214) 925-8866
ID000812,443-86-2495,gregory hansen,"419 Longview Trail, Plano, TX",(469) 899-8651
ID000813,797-38-1593,ralph medina,"74 High Crossing Lane, Plano, TX",(469) 953-9007
ID000814,223-83-8666,joan cooper,"52 Fremont Road, Dallas, TX",(972) 842-0287
ID000815,732-67-6734,karen george,"560 Menomonie Plaza, Dallas, TX",(469) 551-3026
ID000816,639-56-1250,theresa cunningham,"8148 Florence Drive, Dallas, TX",(469) 861-6774
ID000817,506-61-7033,dennis young,"378 Carberry Place, Dallas, TX",(214) 602-2841
ID000818,789-55-8630,joseph castillo,"4 Surrey Park, Dallas, TX",(469) 916-0494
ID000819,100-43-9457,eugene fisher,"977 Gina Junction, Dallas, TX",(972) 926-5775
ID000820,622-93-0486,elizabeth medina,"044 Prentice Center, Plano, TX",(972) 969-7931
ID000821,236-05-8310,joyce arnold,"48306 Moulton Plaza, Plano, TX",(972) 958-8893
ID000822,294-25-9318,william ramos,"20 Red Cloud Trail, Richardson, TX",(972) 950-2750
ID000823,317-84-2700,billy reed,"2 Loftsgordon Alley, Dallas, TX",(972) 853-0282
ID000824,802-25-7025,scott carr,"9 Memorial Place, Dallas, TX",(469) 979-5007
ID000825,713-06-2568,doris carpenter,"55093 Bunting Pass, Dallas, TX",(972) 413-6984
ID000826,863-24-4380,aaron kennedy,"51078 Fisk Parkway, Dallas, TX",(214) 900-5041
ID000827,957-88-2521,eugene george,"32186 Katie Park, Dallas, TX",(469) 642-7160
ID000828,971-59-7462,marilyn washington,"7639 Northfield Park, Dallas, TX",(214) 531-0051
ID000829,778-11-2383,sara patterson,"938 Vermont Crossing, Dallas, TX",(972) 871-5585
ID000830,432-34-5988,samuel henry,"031 Hintze Terrace, Dallas, TX",(972) 825-3266
ID000831,110-87-5003,phillip kennedy,"41 Leroy Center, Dallas, TX",(469) 995-0612
ID000832,862-95-3192,robin welch,"4 Texas Trail, Dallas, TX",(972) 778-2143
ID000833,639-00-1709,rose garrett,"2384 Carey Road, Plano, TX",(214) 860-5621
ID000834,687-26-7934,rebecca meyer,"38 Nelson Lane, Plano, TX",(972) 936-2303
ID000835,648-00-1339,michelle reid,"7 Sunbrook Circle, Dallas, TX",(469) 941-2469
ID000836,362-56-0347,judy rice,"49031 Saint Paul Avenue, Dallas, TX",(469) 935-1827
ID000837,840-08-8767,kevin carroll,"36 Jana Lane, Dallas, TX",(469) 964-0568
ID000838,268-14-2587,kathryn owens,"664 Clemons Hill, Dallas, TX",(214) 812-2116
ID000839,211-96-5010,brian elliott,"28 Graedel Hill, Dallas, TX",(972) 857-3817
ID000840,704-93-5430,keith alvarez,"73423 Mallard Park, Dallas, TX",(972) 985-3882
ID000841,493-28-0872,christopher hamilton,"42 Johnson Place, Plano, TX",(972) 756-5173
ID000842,104-87-2254,mildred washington,"093 Reindahl Alley, Dallas, TX",(469) 863-5699
ID000843,634-96-0779,maria patterson,"435 Mockingbird Road, Dallas, TX",(214) 689-4556
ID000844,973-88-0017,tammy romero,"77652 Quincy Junction, Dallas, TX",(469) 653-5925
ID000845,701-06-3601,shirley ellis,"74 Boyd Circle, Dallas, TX",(469) 920-2738
ID000846,948-86-4146,gerald carter,"6829 Aberg Park, Dallas, TX",(214) 994-1903
ID000847,405-84-3532,sandra diaz,"73631 Arapahoe Plaza, Dallas, TX",(214) 832-3930
ID000848,648-26-1008,joyce miller,"2 Annamark Center, Dallas, TX",(972) 961-6545
ID000849,401-78-7678,edward freeman,"415 Di Loreto Plaza, Plano, TX",(972) 989-4204
ID000850,138-67-0395,willie griffin,"990 Moland Lane, Dallas, TX",(214) 928-8621
ID000851,576-90-5231,eugene gibson,"11945 Delaware Trail, Dallas, TX",(972) 954-4027
ID000852,511-59-7913,beverly carroll,"7263 Mariners Cove Park, Dallas, TX",(214) 917-7386
ID000853,427-26-2369,kevin weaver,"9746 Springview Lane, Dallas, TX",(469) 942-2408
ID000854,981-70-0822,diana collins,"00 Stoughton Pass, Dallas, TX",(972) 804-5134
ID000855,842-92-6012,melissa cole,"405 Lukken Park, Dallas, TX",(972) 786-8554
ID000856,842-48-2817,willie young,"4 Bowman Lane, Dallas, TX",(214) 928-4186
ID000857,420-41-5414,juan nichols,"8095 Grover Point, Dallas, TX",(469) 804-3343
ID000858,571-34-6457,kevin mason,"132 Huxley Street, Dallas, TX",(469) 973-8133
ID000859,977-49-7404,ronald owens,"160 Forster Court, Plano, TX",(214) 986-1282
ID000860,625-10-0221,howard mason,"725 Shelley Street, Dallas, TX",(972) 884-9005
ID000861,344-02-3503,scott sullivan,"3 Dottie Way, Dallas, TX",(972) 881-9868
ID000862,217-52-9370,margaret payne,"706 Spenser Drive, Plano, TX",(972) 760-0404
ID000863,676-28-3465,ashley dixon,"07278 Arizona Road, Dallas, TX",(972) 818-9660
ID000864,927-53-6184,marilyn vasquez,"85753 Sommers Parkway, Plano, TX",(214) 435-8942
ID000865,369-13-2148,amanda olson,"2 Thompson Hill, Dallas, TX",(972) 979-2331
ID000866,275-69-7155,heather fernandez,"18106 Beilfuss Way, Dallas, TX",(469) 854-7653
ID000867,993-11-4983,stephanie diaz,"52331 Monica Drive, Dallas, TX",(214) 912-8213
ID000868,867-83-7085,roy kelly,"7053 Old Gate Alley, Dallas, TX",(469) 974-8373
ID000869,466-06-1410,scott chavez,"3 Kingsford Avenue, Dallas, TX",(469) 963-3427
ID000870,632-92-1297,donna mitchell,"4741 Kenwood Junction, Dallas, TX",(214) 951-3865
ID000871,585-80-2785,louis harris,"2747 Rieder Plaza, Dallas, TX",(214) 886-3021
ID000872,512-23-3537,henry hansen,"2900 Surrey Street, Dallas, TX",(214) 964-2420
ID000873,772-62-3065,kathryn porter,"53 Dapin Parkway, Dallas, TX",(972) 844-8439
ID000874,190-88-7543,anne johnson,"20069 Melvin Center, Dallas, TX",(214) 975-6054
ID000875,329-18-4164,todd taylor,"97238 Onsgard Trail, Dallas, TX",(214) 937-3241
ID000876,654-19-5151,julia fernandez,"34619 Marcy Crossing, Dallas, TX",(972) 966-9920
ID000877,591-02-8727,craig robinson,"30 Sutteridge Point, Dallas, TX",(469) 919-0979
ID000878,299-37-0401,nancy shaw,"5834 Village Crossing, Dallas, TX",(214) 788-2516
ID000879,939-58-3158,lawrence nichols,"6423 Roth Park, Dallas, TX",(214) 925-2580
ID000880,170-66-3784,jimmy diaz,"0301 Oriole Lane, Dallas, TX",(469) 473-0533
ID000881,740-80-4320,bobby mcdonald,"3 Scoville Drive, Dallas, TX",(972) 527-7603
ID000882,953-63-4906,jesse cunningham,"790 Marquette Hill, Dallas, TX",(214) 936-7626
ID000883,200-60-0963,gregory andrews,"361 Sachs Crossing, Dallas, TX",(214) 973-0715
ID000884,499-38-8289,tina rogers,"79 Forest Dale Road, Dallas, TX",(469) 984-9258
ID000885,312-18-8191,henry allen,"9 Pennsylvania Street, Dallas, TX",(972) 939-2237
ID000886,215-99-1270,carolyn gordon,"6 Fuller Avenue, Richardson, TX",(469) 829-5466
ID000887,154-27-1288,louise hudson,"04798 Loeprich Alley, Dallas, TX",(972) 955-8037
ID000888,772-41-5591,john vasquez,"52 Darwin Park, Dallas, TX",(469) 978-1123
ID000889,888-06-1132,kathryn graham,"45 Everett Pass, Dallas, TX",(469) 921-3046
ID000890,992-83-5801,patricia perkins,"0 Heffernan Drive, Dallas, TX",(972) 971-8654
ID000891,252-88-4550,henry arnold,"47 Becker Lane, Plano, TX",(972) 470-2949
ID000892,534-51-9042,ruby bishop,"5 International Point, Dallas, TX",(972) 944-4239
ID000893,292-84-4463,phyllis dunn,"8316 Calypso Court, Dallas, TX",(214) 835-0529
ID000894,144-30-3599,louise wood,"000 Mccormick Plaza, Dallas, TX",(972) 914-5297
ID000895,895-44-1229,tammy shaw,"0 Carey Parkway, Richardson, TX",(214) 905-2378
ID000896,955-03-9519,eric rivera,"466 Tony Circle, Dallas, TX",(972) 932-9658
ID000897,743-94-0520,joe williams,"748 Schlimgen Avenue, Dallas, TX",(972) 852-8033
